timestamp_iso,modo,vencedor,linhas,colunas,j1_tiros,j1_acertos,j1_erros,j1_afundados,j2_tiros,j2_acertos,j2_erros,j2_afundados,duracao_segundos
2025-12-01 12:01:40,contra_cpu,CPU,6,6,32,15,17,5,32,19,13,6
